O*NET-SOC Code,Title,Task ID,Task,Task Type,Incumbents Responding,Date,Domain Source,use_computer,use_computer_strict,frequency_category1_value,frequency_category2_value,frequency_category3_value,frequency_category4_value,frequency_category5_value,frequency_category6_value,frequency_category7_value,frequency_category,within_scope,within_scope_output
11-3013.01,Security Managers,21296,"Develop, recommend, or manage security procedures for operations or processes, such as security call centers, access control, and reporting tools.",,,11/2020,Analyst,TRUE,TRUE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
11-3013.01,Security Managers,21297,Direct or participate in emergency management and contingency planning.,,,11/2020,Analyst,FALSE,FALSE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
11-3013.01,Security Managers,21298,"Identify, investigate, or resolve security breaches.",,,11/2020,Analyst,TRUE,FALSE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
11-3013.01,Security Managers,21299,"Monitor and ensure a sound, ethical environment.",,,11/2020,Analyst,FALSE,FALSE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
11-3013.01,Security Managers,21300,"Monitor security policies, programs or procedures to ensure compliance with internal security policies, or applicable government security requirements, policies, and directives.",,,11/2020,Analyst,TRUE,TRUE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
11-3013.01,Security Managers,21301,Plan security for special and high-risk events.,,,11/2020,Analyst,TRUE,FALSE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
11-3013.01,Security Managers,21302,"Plan, direct, or coordinate security activities to safeguard company employees, guests, or others on company property.",,,11/2020,Analyst,FALSE,FALSE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
11-3013.01,Security Managers,21303,"Prepare reports or make presentations on internal investigations, losses, or violations of regulations, policies and procedures.",,,11/2020,Analyst,TRUE,TRUE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
11-3013.01,Security Managers,21304,"Purchase security-related supplies, equipment, or technology.",,,11/2020,Analyst,TRUE,TRUE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
11-3013.01,Security Managers,21305,"Respond to medical emergencies, bomb threats, fire alarms, or intrusion alarms, following emergency response procedures.",,,11/2020,Analyst,FALSE,FALSE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
11-3013.01,Security Managers,21306,Review financial reports to ensure efficiency and quality of security operations.,,,11/2020,Analyst,TRUE,TRUE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
11-3013.01,Security Managers,21307,"Supervise or provide leadership to subordinate security professionals, performing activities such as hiring, investigating applicants' backgrounds, training, assigning work, evaluating performance, or disciplining.",,,11/2020,Analyst,FALSE,FALSE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
11-3013.01,Security Managers,21308,Support efforts to reduce substance abuse or other illegal activities in the workplace.,,,11/2020,Analyst,FALSE,FALSE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
11-3013.01,Security Managers,21309,Train subordinate security professionals or other organization members in security rules and procedures.,,,11/2020,Analyst,FALSE,FALSE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
11-3013.01,Security Managers,21310,"Write or review security-related documents, such as incident reports, proposals, and tactical or strategic initiatives.",,,11/2020,Analyst,TRUE,TRUE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
11-3021.00,Computer and Information Systems Managers,968,"Direct daily operations of department, analyzing workflow, establishing priorities, developing standards and setting deadlines.",Core,76,07/2016,Incumbent,TRUE,FALSE,0,4.62,28.19,9.83,44.98,9.35,3.04,5,N/A,N/A
11-3021.00,Computer and Information Systems Managers,975,"Meet with department heads, managers, supervisors, vendors, and others, to solicit cooperation and resolve problems.",Core,76,07/2016,Incumbent,FALSE,FALSE,0,5.66,30.46,36.39,25.21,2.27,0,4,N/A,N/A
11-3021.00,Computer and Information Systems Managers,978,Review project plans to plan and coordinate project activity.,Core,75,07/2016,Incumbent,TRUE,TRUE,0,6.14,33.54,26.09,32.93,1.29,0,3,TRUE,"Yes.
A detailed project plan document outlining the timeline, resources, and responsibilities for the project."
11-3021.00,Computer and Information Systems Managers,969,"Assign and review the work of systems analysts, programmers, and other computer-related workers.",Core,76,07/2016,Incumbent,TRUE,TRUE,0,0.48,10.22,32.97,42.13,12.84,1.37,5,TRUE,"Yes.
The final text-based outcome is a performance review document or progress report detailing the work and contributions of systems analysts, programmers, and other computer-related workers."
11-3021.00,Computer and Information Systems Managers,15198,Provide users with technical support for computer problems.,Core,76,07/2016,Incumbent,FALSE,FALSE,0,7.6,7.26,22.95,37.16,13.37,11.67,5,N/A,N/A
11-3021.00,Computer and Information Systems Managers,971,"Develop computer information resources, providing for data security and control, strategic computing, and disaster recovery.",Core,76,07/2016,Incumbent,TRUE,TRUE,10.05,20.15,29.74,17.57,17.82,4.67,0,3,TRUE,"Yes.
Final text-based outcome: A comprehensive disaster recovery plan document detailing data security measures, control protocols, and strategic computing guidelines."
11-3021.00,Computer and Information Systems Managers,977,"Recruit, hire, train and supervise staff, or participate in staffing decisions.",Core,76,07/2016,Incumbent,FALSE,FALSE,26.07,32.64,6.07,17.23,15.84,0.86,1.3,2,N/A,N/A
11-3021.00,Computer and Information Systems Managers,970,Stay abreast of advances in technology.,Core,76,07/2016,Incumbent,TRUE,TRUE,0,12.03,24.84,34.6,23.49,4.73,0.32,4,FALSE,No.
11-3021.00,Computer and Information Systems Managers,967,"Consult with users, management, vendors, and technicians to assess computing needs and system requirements.",Core,76,07/2016,Incumbent,FALSE,FALSE,0.33,5.64,49.62,26.17,13.71,4.18,0.36,3,N/A,N/A
11-3021.00,Computer and Information Systems Managers,976,"Develop and interpret organizational goals, policies, and procedures.",Core,76,07/2016,Incumbent,TRUE,FALSE,0.65,17.79,38.33,30.41,11.16,0,1.66,3,N/A,N/A
11-3021.00,Computer and Information Systems Managers,973,"Evaluate the organization's technology use and needs and recommend improvements, such as hardware and software upgrades.",Core,76,07/2016,Incumbent,TRUE,TRUE,7.33,29.73,27.04,13.87,12.71,9.31,0,2,TRUE,"Yes.
A detailed report outlining the current technology use, identified needs, and recommended improvements, including specific hardware and software upgrades."
11-3021.00,Computer and Information Systems Managers,972,Review and approve all systems charts and programs prior to their implementation.,Core,76,07/2016,Incumbent,TRUE,TRUE,3.15,8.11,48.13,31.09,6.51,3.01,0,3,TRUE,"Yes.
Final text-based outcome: A documented approval or feedback report on the systems charts and programs."
11-3021.00,Computer and Information Systems Managers,980,Prepare and review operational reports or project progress reports.,Core,76,07/2016,Incumbent,TRUE,TRUE,1.77,10.01,24.34,26.6,35.79,0.63,0.86,5,TRUE,"Yes.
The final text-based outcome is a detailed report summarizing the operational performance or project progress, including metrics, milestones, and any issues encountered."
11-3021.00,Computer and Information Systems Managers,979,Evaluate data processing proposals to assess project feasibility and requirements.,Core,76,07/2016,Incumbent,TRUE,TRUE,0.82,20.07,61.75,9.28,7.62,0,0.45,3,TRUE,"Yes.
A feasibility report detailing the assessment of project feasibility and requirements."
11-3021.00,Computer and Information Systems Managers,974,Control operational budget and expenditures.,Core,76,07/2016,Incumbent,TRUE,TRUE,16.44,15.54,32.15,17.9,17.96,0,0,3,TRUE,"Yes.
A detailed financial report outlining the budget allocations, expenditures, and any variances from the planned budget."
11-3021.00,Computer and Information Systems Managers,981,Purchase necessary equipment.,Core,76,07/2016,Incumbent,TRUE,TRUE,14.32,31,28.72,21.33,4.59,0.03,0,2,FALSE,No.
11-3021.00,Computer and Information Systems Managers,966,"Manage backup, security and user help systems.",Supplemental,76,07/2016,Incumbent,TRUE,TRUE,0,10.59,4.9,15.14,46.91,9.81,12.66,5,N/A,N/A
11-3031.00,Financial Managers,21311,Establish and maintain relationships with individual or business customers or provide assistance with problems these customers may encounter.,Core,61,08/2022,Incumbent,FALSE,FALSE,0,4.46,8.14,19.13,23.53,22.21,22.53,5,N/A,N/A
11-3031.00,Financial Managers,21319,Oversee the flow of cash or financial instruments.,Core,60,08/2022,Incumbent,TRUE,TRUE,0,0,22.29,21.96,38.99,10.4,6.35,5,FALSE,No.
11-3031.00,Financial Managers,21312,"Plan, direct, or coordinate the activities of workers in branches, offices, or departments of establishments, such as branch banks, brokerage firms, risk and insurance departments, or credit departments.",Core,61,08/2022,Incumbent,FALSE,FALSE,0,6.51,10.01,9.22,59.89,7.52,6.87,5,N/A,N/A
11-3031.00,Financial Managers,21313,Recruit staff members.,Core,60,08/2022,Incumbent,FALSE,FALSE,45.92,44.88,8.07,0,0,1.13,0,1,N/A,N/A
11-3031.00,Financial Managers,21315,Evaluate data pertaining to costs to plan budgets.,Core,59,08/2022,Incumbent,TRUE,TRUE,14.75,29.85,30.36,17.12,0.58,0,7.34,3,TRUE,"Yes  
The final text-based outcome is a detailed budget report outlining projected costs and financial plans."
11-3031.00,Financial Managers,21316,Oversee training programs.,Core,61,08/2022,Incumbent,FALSE,FALSE,19.85,39.45,25.41,5.35,9.94,0,0,2,N/A,N/A
11-3031.00,Financial Managers,21327,"Establish procedures for custody or control of assets, records, loan collateral, or securities to ensure safekeeping.",Supplemental,61,08/2022,Incumbent,TRUE,FALSE,9.75,27.72,30.47,4.88,22.95,0.39,3.83,3,N/A,N/A
11-3031.00,Financial Managers,21322,Communicate with stockholders or other investors to provide information or to raise capital.,Supplemental,61,08/2022,Incumbent,TRUE,FALSE,0,41.15,32.87,1.78,24.21,0,0,2,N/A,N/A
11-3031.00,Financial Managers,21321,Develop or analyze information to assess the current or future financial status of firms.,Supplemental,61,08/2022,Incumbent,TRUE,TRUE,5.88,1.37,11,31.5,33.11,5.88,11.26,5,N/A,N/A
11-3031.00,Financial Managers,21318,"Approve, reject, or coordinate the approval or rejection of lines of credit or commercial, real estate, or personal loans.",Supplemental,61,08/2022,Incumbent,TRUE,TRUE,24.88,1.41,11.85,10.18,34.36,17.33,0,5,N/A,N/A
11-3031.00,Financial Managers,21320,"Prepare financial or regulatory reports required by laws, regulations, or boards of directors.",Supplemental,61,08/2022,Incumbent,TRUE,TRUE,4.9,32.46,38.29,9.81,5.14,0,9.4,3,N/A,N/A
11-3031.00,Financial Managers,21317,"Examine, evaluate, or process loan applications.",Supplemental,61,08/2022,Incumbent,TRUE,TRUE,0,6.16,9.62,26.55,44.46,6.62,6.59,5,N/A,N/A
11-3031.00,Financial Managers,21323,"Evaluate financial reporting systems, accounting or collection procedures, or investment activities and make recommendations for changes to procedures, operating systems, budgets, or other financial control functions.",Supplemental,60,08/2022,Incumbent,TRUE,TRUE,7.66,36.83,18.32,16.53,12.85,0,7.82,2,N/A,N/A
11-3031.00,Financial Managers,21325,Network within communities to find and attract new business.,Supplemental,61,08/2022,Incumbent,FALSE,FALSE,0,19.97,24.97,20.89,18.23,15.25,0.69,3,N/A,N/A
11-3031.00,Financial Managers,21314,Prepare operational or risk reports for management analysis.,Supplemental,61,08/2022,Incumbent,TRUE,TRUE,5.88,24.13,33.41,22.95,13.62,0,0,3,N/A,N/A
11-3031.00,Financial Managers,21328,"Plan, direct, and coordinate risk and insurance programs of establishments to control risks and losses.",Supplemental,61,08/2022,Incumbent,TRUE,FALSE,8.49,24.96,4.61,38.69,2.85,20.4,0,4,N/A,N/A
11-3031.00,Financial Managers,21326,Review collection reports to determine the status of collections and the amounts of outstanding balances.,Supplemental,61,08/2022,Incumbent,TRUE,TRUE,5.92,17.27,18.47,18.66,27.01,12.68,0,5,N/A,N/A
11-3031.00,Financial Managers,21324,Analyze and classify risks and investments to determine their potential impacts on companies.,Supplemental,61,08/2022,Incumbent,TRUE,TRUE,12.49,0,44.21,32.63,10.66,0,0,3,N/A,N/A
11-3031.00,Financial Managers,21330,"Direct insurance negotiations, select insurance brokers or carriers, and place insurance.",Supplemental,61,08/2022,Incumbent,FALSE,FALSE,65.02,3.79,0,2.83,28.37,0,0,1,N/A,N/A
11-3031.00,Financial Managers,21331,Submit delinquent accounts to attorneys or outside agencies for collection.,Supplemental,61,08/2022,Incumbent,TRUE,TRUE,21.68,52.3,14.24,11.78,0,0,0,2,N/A,N/A
11-3031.00,Financial Managers,21329,Review reports of securities transactions or price lists to analyze market conditions.,Supplemental,61,08/2022,Incumbent,TRUE,TRUE,24.18,1.04,41.56,30.6,2.61,0,0,3,N/A,N/A
11-3031.01,Treasurers and Controllers,8870,Evaluate needs for procurement of funds and investment of surpluses and make appropriate recommendations.,Core,25,08/2020,Occupational Expert,TRUE,TRUE,0,12.5,33.33,12.5,41.67,0,0,5,TRUE,"Yes.
A report detailing the evaluation of funding needs and investment recommendations."
11-3031.01,Treasurers and Controllers,8858,"Delegate authority for the receipt, disbursement, banking, protection, and custody of funds, securities, and financial instruments.",Core,25,08/2020,Occupational Expert,FALSE,FALSE,4,12,16,8,48,8,4,5,N/A,N/A
11-3031.01,Treasurers and Controllers,8864,"Develop and maintain relationships with banking, insurance, and external accounting personnel to facilitate financial activities.",Core,25,08/2020,Occupational Expert,FALSE,FALSE,4,12,28,24,28,4,0,3,N/A,N/A
11-3031.01,Treasurers and Controllers,20168,"Monitor financial activities and details, such as cash flow and reserve levels, to ensure that all legal and regulatory requirements are met.",Core,25,08/2020,Occupational Expert,TRUE,TRUE,4,12,20,12,40,8,4,5,TRUE,"Yes.
A report detailing the compliance status of financial activities and reserve levels with legal and regulatory requirements."
11-3031.01,Treasurers and Controllers,8861,"Receive, record, and authorize requests for disbursements in accordance with company policies and procedures.",Core,25,08/2020,Occupational Expert,TRUE,TRUE,0,4.17,0,12.5,50,25,8.33,5,TRUE,"Yes.
A report detailing the authorized disbursements and their compliance with company policies and procedures."
11-3031.01,Treasurers and Controllers,8866,"Develop internal control policies, guidelines, and procedures for activities, such as budget administration, cash and credit management, and accounting.",Core,25,08/2020,Occupational Expert,TRUE,TRUE,12.5,70.83,12.5,4.17,0,0,0,2,TRUE,"Yes.
The final text-based outcome is a set of documented internal control policies, guidelines, and procedures for budget administration, cash and credit management, and accounting."
11-3031.01,Treasurers and Controllers,8865,"Coordinate and direct the financial planning, budgeting, procurement, or investment activities of all or part of an organization.",Core,25,08/2020,Occupational Expert,TRUE,TRUE,8.7,30.43,39.13,17.39,4.35,0,0,3,TRUE,"Yes.
The final outcome is a comprehensive financial plan or budget document detailing the organization's financial strategies, allocations, and investment activities."
11-3031.01,Treasurers and Controllers,8872,Receive cash and checks and make deposits.,Core,25,08/2020,Occupational Expert,FALSE,FALSE,10,0,10,15,55,5,5,5,N/A,N/A
11-3031.01,Treasurers and Controllers,8856,"Prepare or direct preparation of financial statements, business activity reports, financial position forecasts, annual budgets, or reports required by regulatory agencies.",Core,25,08/2020,Occupational Expert,TRUE,TRUE,0,59.09,22.73,18.18,0,0,0,2,TRUE,"Yes.
The final text-based outcome is a set of financial statements, business activity reports, financial position forecasts, annual budgets, or regulatory reports."
11-3031.01,Treasurers and Controllers,8863,"Monitor and evaluate the performance of accounting and other financial staff, recommending and implementing personnel actions, such as promotions and dismissals.",Core,25,08/2020,Occupational Expert,FALSE,FALSE,8.33,41.67,25,8.33,16.67,0,0,2,N/A,N/A
11-3031.01,Treasurers and Controllers,8867,"Analyze the financial details of past, present, and expected operations to identify development opportunities and areas where improvement is needed.",Core,25,08/2020,Occupational Expert,TRUE,TRUE,0,37.5,41.67,16.67,4.17,0,0,3,TRUE,"Yes.
A detailed financial analysis report highlighting development opportunities and areas for improvement."
